species_name,tip_label,family,clade,srr_accession,sex,tissue,tissue_norm,spots,layout,ena_url_r1,ena_url_r2,species_dir,est_gb,category
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR9208137,female,Midgut Wall,gut,14947550,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9208137/SRR9208137_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/007/SRR9208137/SRR9208137_2.fastq.gz,Oryctes_rhinoceros,1.3,female_only
Oryctes rhinoceros,Oryctes_rhinoceros,Scarabaeidae,Scarabaeiformia,SRR9208138,female,Hindgut Wall,gut,13000815,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9208138/SRR9208138_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR920/008/SRR9208138/SRR9208138_2.fastq.gz,Oryctes_rhinoceros,1.1,female_only
Osmylus fulvicephalus,Osmylus_fulvicephalus,Osmylidae,Neuroptera,ERR16768438,female,,unspecified,91878616,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/038/ERR16768438/ERR16768438_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/038/ERR16768438/ERR16768438_2.fastq.gz,Osmylus_fulvicephalus,7.7,female_only
Osmylus fulvicephalus,Osmylus_fulvicephalus,Osmylidae,Neuroptera,ERR16768439,female,,unspecified,90711467,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/039/ERR16768439/ERR16768439_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/039/ERR16768439/ERR16768439_2.fastq.gz,Osmylus_fulvicephalus,7.6,female_only
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764399,female,Whole body,whole_body,28439238,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/099/SRR12764399/SRR12764399_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/099/SRR12764399/SRR12764399_2.fastq.gz,Phanaeus_vindex,2.4,female_only
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764402,female,Whole body,whole_body,27101014,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/002/SRR12764402/SRR12764402_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/002/SRR12764402/SRR12764402_2.fastq.gz,Phanaeus_vindex,2.3,female_only
Phanaeus vindex,Phanaeus_vindex,Scarabaeidae,Scarabaeiformia,SRR12764398,female,Whole body,whole_body,25504455,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/098/SRR12764398/SRR12764398_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR127/098/SRR12764398/SRR12764398_2.fastq.gz,Phanaeus_vindex,2.1,female_only
Propomacrus cypriacus,Propomacrus_cypriacus,Glaphyridae,Cucujiformia,ERR16768442,female,,unspecified,71130000,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/042/ERR16768442/ERR16768442_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/042/ERR16768442/ERR16768442_2.fastq.gz,Propomacrus_cypriacus,6.0,female_only
Propomacrus cypriacus,Propomacrus_cypriacus,Glaphyridae,Cucujiformia,ERR16768443,female,,unspecified,70591726,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/043/ERR16768443/ERR16768443_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/043/ERR16768443/ERR16768443_2.fastq.gz,Propomacrus_cypriacus,5.9,female_only
Propylea japonica,Propylea_japonica,Coccinellidae,Cucujiformia,SRR18494824,female,whole body,whole_body,24315147,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/024/SRR18494824/SRR18494824_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/024/SRR18494824/SRR18494824_2.fastq.gz,Propylea_japonica,2.0,female_only
Propylea japonica,Propylea_japonica,Coccinellidae,Cucujiformia,SRR18494822,female,whole body,whole_body,23776393,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/022/SRR18494822/SRR18494822_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/022/SRR18494822/SRR18494822_2.fastq.gz,Propylea_japonica,2.0,female_only
Propylea japonica,Propylea_japonica,Coccinellidae,Cucujiformia,SRR18494825,female,whole body,whole_body,23749202,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/025/SRR18494825/SRR18494825_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR184/025/SRR18494825/SRR18494825_2.fastq.gz,Propylea_japonica,2.0,female_only
Sitophilus oryzae,Sitophilus_oryzae,Curculionidae,Cucujiformia,SRR22996217,female,germarium,germarium,40502109,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/017/SRR22996217/SRR22996217.fastq.gz,,Sitophilus_oryzae,1.7,female_only
Sitophilus oryzae,Sitophilus_oryzae,Curculionidae,Cucujiformia,SRR22996224,female,germarium,germarium,38870062,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/024/SRR22996224/SRR22996224.fastq.gz,,Sitophilus_oryzae,1.6,female_only
Sitophilus oryzae,Sitophilus_oryzae,Curculionidae,Cucujiformia,SRR22996221,female,germarium,germarium,35196692,SINGLE,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/021/SRR22996221/SRR22996221.fastq.gz,,Sitophilus_oryzae,1.5,female_only
Tribolium castaneum,Tribolium_castaneum,Tenebrionidae,Cucujiformia,SRR37519215,female,Whole insect,whole_body,28986985,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR375/015/SRR37519215/SRR37519215_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR375/015/SRR37519215/SRR37519215_2.fastq.gz,Tribolium_castaneum,2.4,female_only
Tribolium castaneum,Tribolium_castaneum,Tenebrionidae,Cucujiformia,SRR37519213,female,Whole insect,whole_body,24960582,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR375/013/SRR37519213/SRR37519213_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR375/013/SRR37519213/SRR37519213_2.fastq.gz,Tribolium_castaneum,2.1,female_only
Tribolium castaneum,Tribolium_castaneum,Tenebrionidae,Cucujiformia,SRR37519218,female,Whole insect,whole_body,24131296,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR375/018/SRR37519218/SRR37519218_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR375/018/SRR37519218/SRR37519218_2.fastq.gz,Tribolium_castaneum,2.0,female_only
Tribolium madens,Tribolium_madens,Tenebrionidae,Cucujiformia,SRR27474715,female,whole beetle,whole_body,23971422,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR274/015/SRR27474715/SRR27474715_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR274/015/SRR27474715/SRR27474715_2.fastq.gz,Tribolium_madens,2.0,female_only
Tribolium madens,Tribolium_madens,Tenebrionidae,Cucujiformia,SRR27474719,female,whole beetle,whole_body,22506369,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR274/019/SRR27474719/SRR27474719_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR274/019/SRR27474719/SRR27474719_2.fastq.gz,Tribolium_madens,1.9,female_only
Tribolium madens,Tribolium_madens,Tenebrionidae,Cucujiformia,SRR15809234,female,whole body,whole_body,22112658,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/034/SRR15809234/SRR15809234_1.fastq.gz,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR158/034/SRR15809234/SRR15809234_2.fastq.gz,Tribolium_madens,1.9,female_only
