species_name,tip_label,family,clade,total_rnaseq_runs,male_runs,female_runs,unknown_sex_runs,has_male,has_female,has_both_sexes,tissues,platforms,example_accessions
Psylliodes chrysocephalus,Psylliodes_chrysocephalus,Chrysomelidae,Cucujiformia,18,0,14,4,False,True,False,body tissue excluding gut; gut; pupa; whole body; whole-body,BGISEQ; DNBSEQ; ILLUMINA,SRX27020936; SRX27020935; SRX27020934; SRX27020933; SRX19261545
Pterostichus diligens,Pterostichus_diligens,Carabidae,Adephaga,0,0,0,0,False,False,False,,,
Pterostichus madidus,Pterostichus_madidus,Carabidae,Adephaga,2,0,0,2,False,False,False,,ILLUMINA,ERX9660711; ERX8976894
Pterostichus niger,Pterostichus_niger,Carabidae,Adephaga,1,0,0,1,False,False,False,,ILLUMINA,ERX11043087
Pterostichus vernalis,Pterostichus_vernalis,Carabidae,Adephaga,0,0,0,0,False,False,False,,,
Pycnomerus fuliginosus,Pycnomerus_fuliginosus,Zopheridae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX13400215
Pyrochroa serraticornis,Pyrochroa_serraticornis,Pyrochroidae,Cucujiformia,2,0,0,2,False,False,False,whole body,ILLUMINA,ERX11656461; SRX18287657
Pyrocoelia pectoralis,Pyrocoelia_pectoralis,Lampyridae,Elateriformia,6,6,0,0,True,False,False,luminous organ; non-luminous organ,DNBSEQ,SRX27837467; SRX27837466; SRX27837465; SRX27837464; SRX27837463
Quedius lateralis,Quedius_lateralis,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Radziella styx,Radziella_styx,Leiodidae,Staphyliniformia,1,0,0,1,False,False,False,,ILLUMINA,ERX14595568
Rhagium mordax,Rhagium_mordax,Cerambycidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX14197777
Rhagonycha fulva,Rhagonycha_fulva,Cantharidae,Elateriformia,1,0,0,1,False,False,False,,ILLUMINA,ERX5921406
Rhagonycha lignosa,Rhagonycha_lignosa,Cantharidae,Elateriformia,0,0,0,0,False,False,False,,,
Rhagonycha lutea,Rhagonycha_lutea,Cantharidae,Elateriformia,1,0,0,1,False,False,False,,ILLUMINA,ERX13400213
Rhizotrogus aestivus,Rhizotrogus_aestivus,Scarabaeidae,Scarabaeiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX14197822
Rhynchophorus ferrugineus,Rhynchophorus_ferrugineus,Curculionidae,Cucujiformia,131,41,69,21,True,True,True,abdomen; antenna; antennae; body; embryos; fat body; gut; head; larvars; leg,ABI_SOLID; ILLUMINA; LS454; PACBIO_SMRT,SRX30755757; SRX30755756; SRX30755755; SRX30755754; SRX30755753
Rhyzobius forestieri,Rhyzobius_forestieri,Coccinellidae,Cucujiformia,0,0,0,0,False,False,False,,,
Rhyzopertha dominica,Rhyzopertha_dominica,Bostrichidae,Cucujiformia,47,0,0,47,False,False,False,adults; carcass; gut; head; whole body (ch); whole body (ck); whole body (cn); whole body (cp); whole body (h); whole body (k),ILLUMINA,SRX26447584; SRX26447583; SRX26447582; SRX26447581; SRX26447573
Rutpela maculata,Rutpela_maculata,Cerambycidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX9660754
Salpingus planirostris,Salpingus_planirostris,Salpingidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX11656490
Sambus kanssuensis,Sambus_kanssuensis,Buprestidae,Elateriformia,0,0,0,0,False,False,False,,,
Scaphidium quadrimaculatum,Scaphidium_quadrimaculatum,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Scarites abbreviatus,Scarites_abbreviatus,Carabidae,Adephaga,1,0,0,1,False,False,False,,ILLUMINA,ERX16161576
Schizotus pectinicornis,Schizotus_pectinicornis,Pyrochroidae,Cucujiformia,1,0,1,0,False,True,False,,ILLUMINA,ERX11656528
Serangium japonicum,Serangium_japonicum,Coccinellidae,Cucujiformia,10,0,2,8,False,True,False,adult body; whole body,ILLUMINA; OXFORD_NANOPORE,SRX24770210; SRX24770208; SRX8144169; SRX3563194; SRX3563193
Serica brunnea,Serica_brunnea,Scarabaeidae,Scarabaeiformia,2,0,0,2,False,False,False,muscle,ILLUMINA,ERX13041558; SRX19355993
Serrognathus titanus,Serrognathus_titanus,Lucanidae,Scarabaeiformia,1,0,0,1,False,False,False,whole body,ILLUMINA,SRX24526669
Sialis fuliginosa,Sialis_fuliginosa,Sialidae,Megaloptera,1,0,0,1,False,False,False,,ILLUMINA,ERX10902217
Sialis lutaria,Sialis_lutaria,Sialidae,Megaloptera,2,0,0,2,False,False,False,,ILLUMINA,ERX12082729; ERX10296435
Silvanus unidentatus,Silvanus_unidentatus,Silvanidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX11656512
Sisyphus schaefferi,Sisyphus_schaefferi,Scarabaeidae,Scarabaeiformia,1,0,0,1,False,False,False,muscle,ILLUMINA,SRX19356008
Sisyra nigra,Sisyra_nigra,Sisyridae,Neuroptera,1,0,0,1,False,False,False,,ILLUMINA,ERX11418666
Sisyra terminalis,Sisyra_terminalis,Sisyridae,Neuroptera,1,0,0,1,False,False,False,,ILLUMINA,ERX13400223
Sitona lineatus,Sitona_lineatus,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Sitophilus oryzae,Sitophilus_oryzae,Curculionidae,Cucujiformia,87,0,16,71,False,True,False,adult; bacteriome; bacteriomes; germarium; gut; head; midgut; ovaries; whole body; whole larvae,ILLUMINA; ION_TORRENT,SRX18952448; SRX18952447; SRX18952446; SRX18952445; SRX18952444
Sitophilus zeamais,Sitophilus_zeamais,Curculionidae,Cucujiformia,16,1,1,14,True,True,True,antennae; not collected; whole body; whole insect; whole organism,BGISEQ; ILLUMINA,SRX27306935; SRX27306934; SRX27306933; SRX27306932; SRX27306931
Sphaeridium bipustulatum,Sphaeridium_bipustulatum,Hydrophilidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Sphaeroderma testaceum,Sphaeroderma_testaceum,Chrysomelidae,Cucujiformia,0,0,0,0,False,False,False,,,
Staphylinus erythropterus,Staphylinus_erythropterus,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Stenocarus ruficornis,Stenocarus_ruficornis,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Stenolophus ochropezus,Stenolophus_ochropezus,Carabidae,Adephaga,0,0,0,0,False,False,False,,,
Stenosis austini,Stenosis_austini,Tenebrionidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX16161572
Stenurella melanura,Stenurella_melanura,Cerambycidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX13400226
Stenus bimaculatus,Stenus_bimaculatus,Staphylinidae,Staphyliniformia,1,0,0,1,False,False,False,,ILLUMINA,ERX11418665
Stictoleptura scutellata,Stictoleptura_scutellata,Cerambycidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX14197805
Subcoccinella vigintiquattuorpunctata,Subcoccinella_vigintiquattuorpunctata,Coccinellidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX11269978
Tachinus rufipes,Tachinus_rufipes,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Tachyporus hypnorum,Tachyporus_hypnorum,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Taeniapion urticarium,Taeniapion_urticarium,Apionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Taphrorychus bicolor,Taphrorychus_bicolor,Curculionidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX12233841
Tarphius canariensis,Tarphius_canariensis,Zopheridae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX12671953
Tenebrio molitor,Tenebrio_molitor,Tenebrionidae,Cucujiformia,291,16,19,165,True,True,True,24h whole body of tenebrio molitor injected by pbs; 24h whole body of tenebrio molitor injected by venom dppiv from scleroderma guani; 6h whole body of tenebrio molitor injected by pbs; 6h whole body of tenebrio molitor injected by venom dppiv from scleroderma guani; body; gut; larval gut; membranous wings; tissue sample (gut); whole body,ILLUMINA,SRX31022066; SRX31022065; SRX31022064; SRX31022063; SRX31022062
Tetraopes melanurus,Tetraopes_melanurus,Cerambycidae,Cucujiformia,1,0,1,0,False,True,False,whole body,ILLUMINA,SRX29568849
Tetraopes sublaevis,Tetraopes_sublaevis,Cerambycidae,Cucujiformia,1,0,1,0,False,True,False,whole body,ILLUMINA,SRX29568843
Tetraopes tetrophthalmus,Tetraopes_tetrophthalmus,Cerambycidae,Cucujiformia,1,0,1,0,False,True,False,whole body,ILLUMINA,SRX29568846
Tetropium fuscum,Tetropium_fuscum,Cerambycidae,Cucujiformia,0,0,0,0,False,False,False,,,
Thanatophilus sinuatus,Thanatophilus_sinuatus,Silphidae,Staphyliniformia,1,0,0,1,False,False,False,whole body,ILLUMINA,SRX29434692
Tillus elongatus,Tillus_elongatus,Cleridae,Cucujiformia,0,0,0,0,False,False,False,,,
Tomicus yunnanensis,Tomicus_yunnanensis,Curculionidae,Cucujiformia,14,2,3,9,True,True,True,"female reproductive systems; female residual bodies; insect individual; larvae, pupae and adults; male reproductive systems; male residual bodies; whole bodies; whole body",ILLUMINA,SRX32068678; SRX32068677; SRX32068676; SRX32068675; SRX32068674
Tribolium castaneum,Tribolium_castaneum,Tenebrionidae,Cucujiformia,2143,0,27,173,False,True,False,fat body; gut; malpighian tubules; whole body; whole body homogenates; whole insect; whole larvae,BGISEQ; DNBSEQ; ILLUMINA,SRX32409487; SRX32409486; SRX32409485; SRX32409484; SRX32409483
Tribolium confusum,Tribolium_confusum,Tenebrionidae,Cucujiformia,90,5,12,73,True,True,True,antennae; gut; head; head and prothorax; insect body; ovary; teste; whole beetle; whole body; whole organism,BGISEQ; DNBSEQ; ILLUMINA,SRX26232458; SRX26232457; SRX26232456; SRX26232455; SRX23146180
Tribolium freemani,Tribolium_freemani,Tenebrionidae,Cucujiformia,39,6,12,21,True,True,True,gonadectomized carcass; head and prothorax; ovary; testes; whole beetle; whole body,ILLUMINA,SRX23146139; SRX23146138; SRX23146137; SRX23146136; SRX23146135
Tribolium madens,Tribolium_madens,Tenebrionidae,Cucujiformia,18,0,7,11,False,True,False,whole beetle; whole body,ILLUMINA,SRX23146152; SRX23146151; SRX23146150; SRX23146149; SRX23146148
Trigonoscuta pilosa,Trigonoscuta_pilosa,Curculionidae,Cucujiformia,3,0,0,3,False,False,False,whole individual,ILLUMINA,SRX24864126; SRX24864125; SRX24864124
Trypoxylus dichotomus,Trypoxylus_dichotomus,Scarabaeidae,Scarabaeiformia,216,36,30,134,True,True,True,genitalia; hdhorn; head horn; hemocyte; hindgut; midgut; thorax horn; throax muscle; thxhorn; wings,ILLUMINA,DRX321809; DRX321808; DRX321807; DRX321806; DRX321805
Tytthaspis sedecimpunctata,Tytthaspis_sedecimpunctata,Coccinellidae,Cucujiformia,1,0,1,0,False,True,False,,ILLUMINA,ERX12465352
Uleiota planata,Uleiota_planata,Silvanidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX11043116
Ulomoides dermestoides,Ulomoides_dermestoides,Tenebrionidae,Cucujiformia,5,2,1,2,True,True,True,whole body,ILLUMINA,SRX25315246; SRX25315245; SRX25315244; SRX25315243; SRX25315242
Xantholinus longiventris,Xantholinus_longiventris,Staphylinidae,Staphyliniformia,0,0,0,0,False,False,False,,,
Xanthostigma xanthostigma,Xanthostigma_xanthostigma,Raphidiidae,Raphidioptera,0,0,0,0,False,False,False,,,
Xestobium rufovillosum,Xestobium_rufovillosum,Ptinidae,Cucujiformia,1,0,0,1,False,False,False,,ILLUMINA,ERX11719353
Xyleborus affinis,Xyleborus_affinis,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Xyleborus bispinatus,Xyleborus_bispinatus,Curculionidae,Cucujiformia,0,0,0,0,False,False,False,,,
Zophobas atratus,Zophobas_atratus,Tenebrionidae,Cucujiformia,28,0,0,28,False,False,False,brain; carcass; central nerve system; fat body; fatbody; gut; hindgut; malpighian tubule; malpighian tubules; midgut,ILLUMINA,SRX22644566; SRX22644565; SRX19948689; SRX19948688; SRX19948687
Zophobas morio,Zophobas_morio,Tenebrionidae,Cucujiformia,2,0,0,2,False,False,False,digestive tract; whole gut,ILLUMINA,SRX32479742; SRX14835442
