species_name,assembly_accession,bioproject,current_status,risk_level,recommended_action,notes,student_verified,final_status
Myrmeleon inconspicuus,GCA_055723705.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon javanensis,GCA_055723645.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon lethifer,GCA_055703745.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon madagascariensis,GCA_055703645.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon mcfarlandi,GCA_055703705.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon obscurus,GCA_055703985.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon persimilis,GCA_055723985.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon philippinus,GCA_055700155.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon pictifrons,GCA_055701315.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon picturatus,GCA_055701415.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon quinquemaculatus,GCA_055703725.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon regularis,GCA_055723665.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon solers,GCA_055723845.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon sp. 1 YZ-2024b,GCA_055699255.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleon sp. B7533-1,GCA_055723925.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleon sp. MSPXZLA,GCA_055703545.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleon taiwanensis,GCA_055723865.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon tenuipennis,GCA_055729725.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon torquatus,GCA_055734825.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon trifasciatus,GCA_055701295.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon trigonois,GCA_055699875.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon trivialis,GCA_055768485.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon validus,GCA_055703765.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon wangi,GCA_055754755.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleon wangxinliae,GCA_055734845.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Myrmeleontini gen. B7533-1 sp. MYSPBN,GCA_055699155.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-2 sp. BAPAPUA,GCA_055701395.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-3 sp. BLSPYN1,GCA_055703885.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-3 sp. BNBON,GCA_055703825.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-4 sp. MHXJ,GCA_055723965.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-4 sp. MSPNX,GCA_055723805.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-4 sp. MSPYNBS,GCA_055723905.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-4 sp. MTCFYN,GCA_055731145.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-4 sp. MYPER3,GCA_055723825.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-4 sp. MYSPMLY,GCA_055723505.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-5 sp. BLSPYNYJ,GCA_055738465.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrmeleontini gen. B7533-6 sp. MSPXZCW,GCA_055754815.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Myrrha octodecimguttata,GCA_958510865.1,PRJEB64393,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nacerdes melanura,GCA_965279825.1,PRJEB89413,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nadezhdiella cantori,GCA_051225655.1,PRJNA1274636,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nalassus laevioctostriatus,GCA_965649385.1,PRJEB94436,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nanos sp. ST009,GCA_032191585.1,PRJNA977672,to_verify,LOW,Standard NCBI submission - verify publication,,,
Nanos vadoni,GCA_032191565.1,PRJNA977672,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nebria brevicollis,GCA_944738965.1,PRJEB53866,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nebria ingens riversi,GCA_018344505.1,PRJNA671697,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nebria salina,GCA_944039245.1,PRJEB53510,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nedyus quadrimaculatus,GCA_977969715.1,PRJEB105448,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nemoleon notatus,GCA_055697165.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Neoclytus acuminatus acuminatus,GCA_047371185.1,PRJNA1201218,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Neocrepidodera transversa,GCA_963243735.1,PRJEB65059,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Neoneuromus ignobilis,GCA_029203775.1,PRJNA801769,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nicrophorus investigator,GCA_963457615.1,PRJEB66142,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nicrophorus orbicollis,GCA_018845635.2,PRJNA371654,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nicrophorus vespilloides,GCF_001412225.1,PRJNA284849,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nineta flava,GCA_963920215.1,PRJEB71418,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nipponaphaenops erraticus,GCA_050230155.1,PRJNA1237515,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Nothochrysa capitata,GCA_965240235.1,PRJEB88338,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Notiophilus biguttatus,GCA_965642445.1,PRJEB93845,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Notoxus monoceros,GCA_965276455.1,PRJEB89052,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Novius pumilus,GCA_020654155.1,PRJNA626074,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Octodonta nipae,GCA_034190945.1,PRJNA1016083,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Ocypus olens,GCA_910593695.2,PRJEB45833,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Ocys tachysoides,GCA_965282375.1,PRJEB89445,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Odontolabis cuvera,GCA_049462965.1,PRJNA1201744,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Oedemera lurida,GCA_979846555.1,PRJEB108216,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Ogcogaster segmentator,GCA_055697045.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Oligota sp. GC000189,GCA_030264595.1,PRJNA764224,to_verify,LOW,Standard NCBI submission - verify publication,,,
Ontholestes murinus,GCA_963969525.1,PRJEB73304,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Onthophagus binodis,GCA_054643895.1,PRJNA1308620,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Onthophagus sagittarius,GCA_036711965.1,PRJNA966935,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Onthophagus taurus,GCF_036711975.1,PRJNA966962,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Ophonus ardosiacus,GCA_943142095.1,PRJEB52910,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Ophraella communa,GCA_035357415.1,PRJNA899605,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Opilo mollis,GCA_964338635.1,PRJEB82306,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Orchesia undulata,GCA_965642315.1,PRJEB93772,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Orchestes rusci,GCA_958502075.1,PRJEB64389,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Oryctes borbonicus,GCA_902654985.2,PRJEB34604,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Oryctes rhinoceros,GCA_020654165.1,PRJNA752921,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Oryzaephilus surinamensis,GCA_052058915.1,PRJNA1282779,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Osmoderma eremita,GCA_031763485.1,PRJNA901143,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Osmylus fulvicephalus,GCA_977109365.1,PRJEB90647,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Othius punctulatus,GCA_951805005.1,PRJEB62773,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Otiorhynchus rugosostriatus,GCA_982191755.1,PRJEB109071,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Oxypoda opaca,GCA_030264175.1,PRJNA764224,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Oxystoma pomonae,GCA_963921995.1,PRJEB71841,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pachyrhinus lethierryi,GCA_965118235.1,PRJEB85256,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pachyrhynchus sulphureomaculatus,GCA_019049505.1,PRJNA731935,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Paederus riparius,GCA_978046105.1,PRJEB107037,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Palpares libelluloides,GCA_055697005.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pediacus dermestoides,GCA_963942485.1,PRJEB72467,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phaedon cochleariae,GCA_979016925.1,PRJEB107948,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phaenonotum sp. SLE1380,GCA_033557805.1,PRJNA977672,to_verify,LOW,Standard NCBI submission - verify publication,,,
Phaleria cadaverina,GCA_977013135.1,PRJEB100766,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phanaeus vindex,GCA_054832365.1,PRJNA1304933,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Philonthus cognatus,GCA_932526585.2,PRJEB51381,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Philonthus spinipes,GCA_963082785.1,PRJEB64818,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Philopedon plagiatum,GCA_963971165.1,PRJEB73466,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phosphuga atrata,GCA_944588485.1,PRJEB53719,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Photinus pyralis,GCF_008802855.1,PRJNA378805,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phratora vitellinae,GCA_977071015.1,PRJEB104225,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phrixothrix hirtus,GCA_024586415.1,PRJNA741915,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phyllobius argentatus,GCA_965654255.1,PRJEB94830,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phyllobius pyri,GCA_980746795.1,PRJEB108506,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phyllobius virideaeris,GCA_965643005.1,PRJEB93899,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phyllotreta cruciferae,GCA_917563865.1,PRJEB47904,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Phyllotreta striolata,GCA_918026865.1,PRJEB47901,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pissodes strobi,GCA_016904865.1,PRJNA588625,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Plagiodera versicolora,GCA_037013635.1,PRJNA1045849,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Platerodrilus igneus,GCA_036346225.1,PRJNA884806,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Plateumaris germari,GCA_050242995.1,PRJNA1153337,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Platydracus latebricola,GCA_978021435.1,PRJEB106586,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Platypus cylindrus,GCA_949748235.1,PRJEB60808,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Platyrhinus resinosus,GCA_977061565.1,PRJEB102770,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Platystomos albinus,GCA_964106875.1,PRJEB76113,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Platyusa sonomae,GCA_027576655.1,PRJNA397579,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Podabrus alpinus,GCA_932274525.1,PRJEB51187,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Podagrica fuscicornis,GCA_980253055.1,PRJEB108297,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Poecilus cupreus,GCA_963942605.1,PRJEB72471,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pogonocherus hispidulus,GCA_963924545.1,PRJEB72078,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pogonus chalceus,GCA_002278615.1,PRJNA381601,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Polydrusus cervinus,GCA_935413205.1,PRJEB51933,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Polydrusus impressifrons,GCA_977013515.1,PRJEB100632,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Polydrusus pterygomalis,GCA_963969555.1,PRJEB73302,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Polydrusus tereticollis,GCA_963920685.1,PRJEB71550,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Popillia japonica,GCA_042919845.1,PRJNA1120502,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Porrerus dealbatus,GCA_055732005.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Porrerus sp. PORPER,GCA_055730585.1,PRJNA1403738,to_verify,LOW,Standard NCBI submission - verify publication,,,
Priacma serrata,GCA_000281835.1,PRJNA74387,to_verify,LOW,Standard NCBI submission - verify publication,,,
Prionocyphon serricornis,GCA_965648515.1,PRJEB94376,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Prionychus ater,GCA_965112505.1,PRJEB84216,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Promethis valgipes,GCA_054205895.1,PRJNA1308995,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Propomacrus cypriacus,GCA_977019095.1,PRJEB90650,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Propylea japonica,GCA_013421045.1,PRJNA498898,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Propylea quattuordecimpunctata,GCA_976925235.1,PRJEB97233,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Prosopocoilus inquinatus,GCA_036172665.1,PRJNA1015594,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Protaetia brevitarsis,GCA_051903415.1,PRJNA1286165,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Protidricerus obscurus,GCA_055696985.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Protoplectron longitudinale,GCA_055698315.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pseudeuparius sepicola,GCA_963920635.1,PRJEB71547,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pseudocistela ceramboides,GCA_965601595.1,PRJEB90520,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pseudomimeciton antennatum,GCA_027576155.1,PRJNA342853,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Psylliodes chrysocephalus,GCA_927349885.1,PRJEB47896,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pterostichus diligens,GCA_976289695.1,PRJEB96225,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pterostichus madidus,GCA_911728475.2,PRJEB46627,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pterostichus niger,GCA_947425015.1,PRJEB57831,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pterostichus vernalis,GCA_965283465.1,PRJEB89592,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pycnomerus fuliginosus,GCA_963924575.1,PRJEB72072,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pyrochroa serraticornis,GCA_905333025.2,PRJEB43484,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Pyrocoelia pectoralis,GCA_036250285.1,PRJNA1014999,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Quadriops clusia,GCA_033557875.1,PRJNA977672,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Quedius lateralis,GCA_964338995.1,PRJEB82339,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Radziella styx,GCA_979475445.1,PRJEB85637,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rhagium mordax,GCA_963680705.1,PRJEB70411,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rhagonycha fulva,GCA_905340355.1,PRJEB43726,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rhagonycha lignosa,GCA_965212295.1,PRJEB87035,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rhagonycha lutea,GCA_958510855.1,PRJEB64396,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rhagophthalmus giganteus,GCA_036326145.1,PRJNA884806,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rhamnusium bicolor,GCA_029963845.1,PRJNA609440,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rhizotrogus aestivus,GCA_965643555.1,PRJEB93944,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rhynchophorus ferrugineus,GCA_030347505.2,PRJNA950221,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rhyzobius forestieri,GCA_966185095.1,PRJEB95843,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rhyzopertha dominica,GCA_055878605.1,PRJNA1330578,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rosalia funebris,GCA_037954035.1,PRJNA1063281,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Rutpela maculata,GCA_936432065.2,PRJEB52068,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Salpingus planirostris,GCA_949788335.1,PRJEB61168,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sambus kanssuensis,GCA_047651835.1,PRJNA1213008,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sarophorus costatus,GCA_032191635.1,PRJNA977672,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Scaphidium quadrimaculatum,GCA_965282785.1,PRJEB89534,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Scarites abbreviatus,GCA_982297035.1,PRJEB110036,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sceptobius lativentris,GCA_025399995.1,PRJNA397576,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Schizotus pectinicornis,GCA_951805265.1,PRJEB62789,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sepedophilus sp. GC000190,GCA_030264515.1,PRJNA764224,to_verify,LOW,Standard NCBI submission - verify publication,,,
Serangium japonicum,GCA_040543525.2,PRJNA957052,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Serica brunnea,GCA_973946265.1,PRJEB96439,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Serrognathus titanus,GCA_039766575.1,PRJNA1100426,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sialis fuliginosa,GCA_961205875.1,PRJEB64607,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sialis lutaria,GCA_949319165.1,PRJEB60236,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Silvanus unidentatus,GCA_963930825.1,PRJEB72183,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sinelater perroti,GCA_036346155.1,PRJNA884806,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sinopyrophorus schimmeli,GCA_036325965.1,PRJNA884806,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sisyphus schaefferi,GCA_977862225.1,PRJEB94609,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sisyra nigra,GCA_958496155.1,PRJEB64362,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sisyra terminalis,GCA_958496175.1,PRJEB64375,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sitona lineatus,GCA_964263205.1,PRJEB79950,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sitophilus oryzae,GCA_002938485.2,PRJNA431034,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sitophilus zeamais,GCA_047936755.1,PRJNA1208214,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sperchopsis tessellata,GCA_033557685.1,PRJNA977672,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sphaeridium bipustulatum,GCA_977013595.1,PRJEB100567,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sphaeroderma testaceum,GCA_971796245.1,PRJEB96099,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Staphylinus erythropterus,GCA_964211955.1,PRJEB78587,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Stenocarus ruficornis,GCA_977017535.1,PRJEB101941,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Stenodera caucasica,GCA_037414795.1,PRJNA1067880,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Stenolophus ochropezus,GCA_035578165.1,PRJNA849189,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Stenosis austini,GCA_976980505.1,PRJEB91067,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Stenurella melanura,GCA_963583905.1,PRJEB68169,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Stenus bimaculatus,GCA_963971135.1,PRJEB73464,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Sternochetus mangiferae,GCA_051294475.1,PRJNA1199592,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Stictoleptura scutellata,GCA_964212005.1,PRJEB78590,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Stilbopteryx linearis,GCA_055697085.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Subcoccinella vigintiquattuorpunctata,GCA_965783985.1,PRJEB95123,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Synclisis japonica,GCA_055697145.1,PRJNA1403738,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tachinus rufipes,GCA_963932245.1,PRJEB72339,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tachinus sp. AB-2021,GCA_030264575.1,PRJNA764224,to_verify,LOW,Standard NCBI submission - verify publication,,,
Tachyporus hypnorum,GCA_965783885.1,PRJEB95124,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Taeniapion urticarium,GCA_978019935.1,PRJEB106457,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Taphrorychus bicolor,GCA_951812265.1,PRJEB62903,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tarphius canariensis,GCA_964277315.1,PRJEB81330,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Temnoplectron lewisense,GCA_033557385.1,PRJNA977672,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tenebrio molitor,GCF_963966145.1,PRJEB72558,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tetradonia laticeps,GCA_025400035.1,PRJNA342852,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tetraopes melanurus,GCA_054850815.1,PRJNA1287481,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tetraopes sublaevis,GCA_054850805.1,PRJNA1287481,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tetraopes tetrophthalmus,GCA_054850835.1,PRJNA1287481,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tetropium fuscum,GCA_964058775.1,PRJEB75844,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Thanatophilus sinuatus,GCA_051122355.1,PRJNA1195369,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Thyregis relictus,GCA_033557495.1,PRJNA977672,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tillus elongatus,GCA_964006375.1,PRJEB74021,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
Tomicus yunnanensis,GCA_054825155.1,PRJNA1393581,published_open,LOW,Cite the genome paper,RefSeq/representative genome - published and open,,
